研报名称,机构名称,发布时间,行业,研报地址
交通运输行业周报：德邦股份获大股东增持，航空运输需求稳步增长,华源证券,2024-12-01 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=z6O1ezoVDID9LJGlCG9KPXpUJTab5aEpVJLMIQLhc2M=
惠誉博华2025年信用展望：航空公司,惠誉博华信用评级,2024-11-25 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Qv0hzSLl10YVhFd7DmTLQt5RT+QxSGnkZPodA2o/03c=
交通运输产业行业研究：盛航股份控制权发生变更，PDCI运价同比大涨,国金证券,2024-11-25 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Qv0hzSLl10YVhFd7DmTLQud39G1VcQT1FH2DK8B274w=
中国民航行业2024年中期信用观察,新世纪资信评估,2024-11-22 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=qUYvPoEbtEjDd18HnHk4pQ7qjG4siSF1E/vHTBKKzoQ=
航空机场10月数据点评：航司谨慎投放运力，国内客座率环比回升,东兴证券,2024-11-19 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=WO/AxfYv9AswuivvEq1lctaLou2GIf3neBZYCdtfqdI=
交运行业周报,国新证券股份,2024-11-15 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=kgR8GwKZJqpe8nTYg/2MQ9LXr3ipzt+FrIOMJ8mT3F4=
交通运输产业行业研究：2025年假日将增加2天，利好出行链板块,国金证券,2024-11-13 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=P9tuE+Ro9mA3tcYOz6DZh5JTAN8x1d2d2S5DtFLySHE=
交通运输行业动态点评：美国大选落幕，交运板块中短长如何演绎,民生证券,2024-11-10 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=MAi4w1h+1SQjFKHGRyUAaiqr3WMN+dnlR7XLZib0cz8=
航空机场9月数据点评：旺季过后需求下降，航司重点保障客座率,东兴证券,2024-10-17 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=dkPDbuAD1toQ0GoconHd+1y2InisEj8VVI/R2a3Ggvs=
军工行业周报：火箭军向太平洋发射洲际弹道导弹,太平洋,2024-09-30 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=EXr1wz6P8Dw7dEw5Hjq46H2oePQb1U1Cpj5vt2o/LRg=
交通运输行业快评报告：8月航空数据跟踪点评,万联证券,2024-09-26 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Zi422xVRVyXj/O8sw+0gfLW7ng7fQqH6g3FcZuW4y6k=
航空机场8月数据点评：旺季客座率提升至较高水平,东兴证券,2024-09-19 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=a+cmUidOByIyuoDpB2j/wYOtj5HrMrPfIaDT/7Hu8do=
企业竞争图谱：2024年直升机 头豹词条报告系列,头豹研究院,2024-09-13 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=FlDFA2EaZWXM28wnsbpCbiilUFcwQp5gcJTuobMr+SA=
掘金优质中概系列：亿航智能（EH.O）深度报告-全球首个三证齐全的eVTOL龙头，业绩持续超预期,民生证券,2024-09-11 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=feLRlpSkX4/4xRN+0u4cFynajlnPb1aZc0mrUmvxM3A=
交通运输行业周报：国内首条跨省定点低空载客运输航线开通，7月快递业务量同比增长超两成,中银证券,2024-08-26 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=HqVKLTox5y/k3ddRtYzXz5/crHyuskfzcRO7sLAlZTA=
航空机场7月数据点评：旺季运力投放明显增长，客座率持平19年,东兴证券,2024-08-16 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=NPCZZllNvclmka4OqvLP6EozLlByyx6jvN982Ol1T+g=
交通运输行业跟踪报告：交运行业24Q2公募基金持仓跟踪报告,万联证券,2024-08-14 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=tB/Y1/E3NKlkghJtyhwA+UbDevAE/RvJHPgORzXFQOA=
交通运输行业快评报告：6月航空数据跟踪点评,万联证券,2024-07-26 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=YJcY81eLqyM+kb8R1JztfPh04ayHPa6yc8EhUg5ZoWg=
交通运输行业快评报告：6月机场数据跟踪点评,万联证券,2024-07-24 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=AUXwOBY0+tDncJ5tRNYnMJOoLXU/hc0Fdctc8O11aTQ=
航空2024年6月数据点评及中报预告点评：6月客座率超19年同期，中报预告基本符合预期,中邮证券,2024-07-19 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=apfvZv4wI39HAdNaSe1RPrVQo1uzrlA2eLd1uOixkTM=
航空机场6月数据点评：运力投放较为克制，客座率环比回升,东兴证券,2024-07-18 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=7unvCHu94BLZH8K5HKSnW2kieKKvdh1e4KTELeESN/M=
交通运输行业快评报告：5月航空数据点评,万联证券,2024-06-24 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=BBr16LgYONn6tOBapGsLnwpU5EZIsNfIhjlUcXz+qB8=
交通运输行业报告：航空快递5月数据公布，高股息个股延续强势,中邮证券,2024-06-24 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=BBr16LgYONn6tOBapGsLn4+FgQMGz6tnGovgVzAMiuQ=
交通运输行业快评报告：5月机场数据跟踪点评,万联证券,2024-06-24 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=BBr16LgYONn6tOBapGsLn2ojpOEBKqQNO0bNMMi73II=
航空机场专题研究系列二：2024年航空机场业复苏可期，行业景气度回升,源达信息,2024-06-21 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=soVkk3B051dA2hDC7eZMi4o4VMKSvZVV1CvKvHQkJWs=
航空机场5月数据点评：国内需求企稳回升，国际航线淡季承压,东兴证券,2024-06-19 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=/XLss0FXBAHsFdwJ+RsDoYlGvO85HABCTVraJ8NQjNI=
航空2024年5月数据点评：客座率同比大幅改善，旺季临近关注暑运表现,中邮证券,2024-06-18 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=XsUPBEkQk/71bncbei73OeXDFHWf9+R14hPWu13mQbM=
交通运输行业2024年6月投资策略：集运运价加速上涨，快递基本面稳中向好,国信证券,2024-06-03 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=9Ta0gyZQEPpNQ+maZKbTX9nTqkzTJF5dAZ55dVaW6wI=
航空机场4月数据点评：淡季加强运力管控，客座率企稳回升,东兴证券,2024-05-21 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=mmikrbOAeDSjXjgh/8V8Olyc7zfdhQXdDZqjn/FRHt8=
交通运输行业5月投资策略：集运运价大幅上涨，快递需求增长韧性强,国信证券,2024-05-13 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=ceIwP4D0Q1UAVO8RzbO2lyWH9pDoj5bMwvL1wFS4T9Q=
三大航2024年一季报点评：南航已率先实现盈利；2024年国内航线市场票价压力仍存,东吴证券国际经纪,2024-05-06 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=WIYeSwvNGxFJQ6k3J1EXNH9bWY9MHMeNps0iPcPCDSc=
航空运输行业：回归常态化增长，供需状态或趋向紧平衡,国信证券(香港),2024-04-24 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=R27bGYnCfe6g/ZBwiSHjfaNysuhU2mkxR5ZDEApPTcE=
航空机场3月数据点评：淡季数据走弱，换季带来国际长航线供给端修复,东兴证券,2024-04-17 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=k7dYP6DzJp7FyFXmDAgIGEeB1o+2wRbqwc2Hpbs0HoE=
三大航2023年年报点评：三大航均大幅减亏，2024年国内市场供需格局有望改善,东吴证券国际经纪,2024-04-08 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=eH6rMGjAtY+vJloC//oK3twq6vD5fwBz2GyU9PpIB9k=
交通运输行业周报：24年油运整体供需关系或将持续紧张，清明“小机场”城市机票提前预订量大幅增加,中银证券,2024-04-08 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=eH6rMGjAtY+vJloC//oK3ljU0k3Ko4rHluIFHE0mttA=
低空经济专题报告：蓄势待发，拥抱新蓝海,东莞证券,2024-04-01 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Qk2P1FSR9mu3FzKELxi6d91fLQJGHozHpNOCx9Yj35U=
交通运输行业周报：跨境电商市场增长带动航空货运发展，中远海特汽车船队打通中东地区供应链新服务,中银证券,2024-03-25 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=+BPKY7dATa2acOrEl+FghyUnTqhGVcHzAhNJ5Qo98TU=
航空机场板块2024年2月数据点评：2月民航运输规模创新高，吉祥2月国际航线RPK/ASK远超19年同期,上海证券,2024-03-22 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=To0MC9u9V5dlMrEyGGd++gtsha4gCUVBENFNB/eoEtQ=
航空机场2月数据点评：春运数据强劲验证旺季弹性，淡季表现还需重点关注,东兴证券,2024-03-18 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=zlJTLgLwaDGT/oxKwg34pjO2sPZ7tcHBAEeKTvRtI68=
交通运输行业周报：中东跨境电商市场增长引关注，亿航智能23Q4以来获数百架EH216-S预订单,中银证券,2024-03-18 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=zlJTLgLwaDGT/oxKwg34pq4ha4Y6yGueAu9TLlGlVDU=
航空2024年2月数据点评：春运带动需求复苏，夏秋换季后格局有望持续改善,中邮证券,2024-03-18 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=zlJTLgLwaDGT/oxKwg34pnTf6WIYZpHpmP53oGEiKII=
交通运输行业周报：全球航空货运市场1月供需两旺，持续关注低空经济趋势性投资机遇,中银证券,2024-03-11 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=HQR+HjzJm+6BTnq8Ir13BAryZIEx+hVEqfZofKazjTI=
航空机场1月数据点评：需求端触底反弹，春运数据强劲,东兴证券,2024-02-22 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=oZrs6JaLKr9SnpZfxbMsQMin0o6pGAkZKr7DUGzvhyg=
中国民用机场行业展望，2024年1月,中诚信国际,2024-01-29 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=jGUgrMlhAQbHIlFfW2T/DeNG0XsGi/pQW3ecCI6wqdw=
交通运输仓储行业研究：春运首日出行强势，12月快递业务量同增28%,国金证券,2024-01-29 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=jGUgrMlhAQbHIlFfW2T/DRN5PwapWIDEJ/fwJ3Tgf2A=
交通运输行业周报：红海危机仍在持续，快递业务量23年同比增长19.4%,上海证券,2024-01-25 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=VBm4EwDtwMlzKbktyYCR8+SqjKFLyafaMBkr/Zgj++w=
航空12月数据点评：民航需求稳健恢复，2024春运即将开启,中邮证券,2024-01-22 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=WAJ8XFR/Mc1q3yJlfqCGeqv63odPPL3t6bdw7iFNMsI=
航空机场行业12月数据点评：国内航线低位运行，国际航线旺季带动需求恢复,东兴证券,2024-01-18 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=wAGcltBsebUUVnHc/f/fEkblBjBspCcRUHbZc2UfSrg=
中国飞机制造行业市场规模测算逻辑模型 头豹词条报告系列,头豹研究院,2024-01-16 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=+jiWo3h4TTQtE5BfBpIjnS01WS/umXNGJjDMRxyL440=
交通运输行业周报：红海袭击激化继续推高运价，11月航空货运需求明显提高,中银证券,2024-01-15 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=MmiXeizh4pM1VOKy01Qmu5h40HhuXbjF34yKe5sCidY=
航空及快递物流板块2024年度投资策略：航空供需格局确定性改善，快递物流优选经营向好的龙头标的,国信证券,2024-01-02 00:00:00.000,航空机场,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=1vMpBraspMdLrIFteScEBg6ai4rAuNOHGEcbSNTI6K8=
