研报名称,机构名称,发布时间,行业,页数,网页链接,PDF直链
风电2026年度策略报告：陆风装机有支撑，看好“十五五”两海成长空间,东吴证券,2025-12-14 00:00:00.000,风电设备,49,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=UuMiCa57Dzl2XEUqskt5gruH9Jf3bNUJfUiAWTraqRM=,https://pdf.dfcfw.com/pdf/H3_AP202512141800227495_1.pdf
风电整机专题（二）：从成本驱动到价值驱动，看好整机格局持续优化,国金证券,2025-12-12 00:00:00.000,风电设备,17,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=NRB18F/sLmkGIWMyurzq0hNGCl4G5GB8H5siPHNmUGw=,https://pdf.dfcfw.com/pdf/H3_AP202512121799086839_1.pdf
氢能2026年度策略：非电降碳关键载体，蓄势已成、拐点将至,国金证券,2025-12-12 00:00:00.000,风电设备,27,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=NRB18F/sLmkGIWMyurzq0lX8MmzQjuQm7Z4KFHlm0Sc=,https://pdf.dfcfw.com/pdf/H3_AP202512121799001320_1.pdf
风电行业周报,国新证券股份,2025-12-12 00:00:00.000,风电设备,11,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=NRB18F/sLmkGIWMyurzq0tOnh8mUEB0/+tXWvZcdWdQ=,https://pdf.dfcfw.com/pdf/H3_AP202512121798753022_1.pdf
近期风电招中标情况更新,国新证券股份,2025-12-10 00:00:00.000,风电设备,5,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=2boG17C9fWeDQqcvA4OSX+o+UQENKKWg38t5nJ3dGGA=,https://pdf.dfcfw.com/pdf/H3_AP202512101797704203_1.pdf
电力设备与新能源行业点评：国内AI资本开支加速，AIDC需求强化,信达证券,2025-12-05 00:00:00.000,风电设备,4,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=n7nJfCwswMFw7o3AYPvXNGHDlHn9+DfNDdmrMhUPuWE=,https://pdf.dfcfw.com/pdf/H3_AP202512051794489322_1.pdf
风电设备行业投资策略：乘风而起，行业业绩与信心共振,开源证券,2025-12-03 00:00:00.000,风电设备,18,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=oEtsPwp+DnHVNDKpZgu8ce6f/MxioCAhU8PAerhUbRg=,https://pdf.dfcfw.com/pdf/H3_AP202512031793125999_1.pdf
电力设备及新能源：核电景气度全面提升，产业链有望持续受益,华金证券,2025-12-02 00:00:00.000,风电设备,4,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=fpXfHA+jnq6O4k/+JdnC91vzcTfHRs6QYjzm8s987bg=,https://pdf.dfcfw.com/pdf/H3_AP202512021792518887_1.pdf
《中国陆上风电开发利用创新模式研究与典型案例》摘编：探索陆上风电新范式，激发区域发展新动能,能源基金会,2025-11-29 00:00:00.000,风电设备,44,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=pMzim3xdSwUAkbJYBY0Wplm8lOG1caITj/v0PKHDH48=,https://pdf.dfcfw.com/pdf/H3_AP202511291790451107_1.pdf
风电行业周报,国新证券股份,2025-11-27 00:00:00.000,风电设备,9,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=SMUdRuvWX/2ajkO649Im/ceFFNOfvL4tJkLhqBHQtms=,https://pdf.dfcfw.com/pdf/H3_AP202511271789340366_1.pdf
电气设备行业25Q3风电业绩总结：盈利趋势向好，“两海”指引方向,五矿证券,2025-11-25 00:00:00.000,风电设备,11,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=x61AL1izFpQenOK08jG1O4Ca3gTATA35YDMfsZbtoZ0=,https://pdf.dfcfw.com/pdf/H3_AP202511251788142096_1.pdf
风电行业周报,国新证券股份,2025-11-14 00:00:00.000,风电设备,10,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=ejU8ec8Ztpv3WLVED8L+yWAZMFnnYMUydVKizouHagY=,https://pdf.dfcfw.com/pdf/H3_AP202511141781213664_1.pdf
电力设备及新能源周报：储能需求高增，六氟磷酸锂价格持续上涨,民生证券,2025-11-09 00:00:00.000,风电设备,24,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=+Dxd2Ka/3MSUM9SVMKWHFf3V6lb1zjCsO9YZbwQDKxM=,https://pdf.dfcfw.com/pdf/H3_AP202511091778101779_1.pdf
风电行业周报,国新证券股份,2025-11-07 00:00:00.000,风电设备,10,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=PWV9Ly19ygFLUZPXxr39it9qoeuth2J3RTw0eushZKk=,https://pdf.dfcfw.com/pdf/H3_AP202511071776958812_1.pdf
25Q3风电板块业绩总结：量价持续超预期，盈利继续拐点向上,国金证券,2025-11-04 00:00:00.000,风电设备,28,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=WYnEO0PChb6+hY7HPElxS8hxA+tM0MV7ejo6GohaWpE=,https://pdf.dfcfw.com/pdf/H3_AP202511041774904691_1.pdf
风电行业2026年度投资策略：乘风而起，行业业绩与信心共振,开源证券,2025-11-03 00:00:00.000,风电设备,27,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=M3W+xvIoKL6BPVVY0LPN8NBXZbwZfKEwksQ6TsUfPO0=,https://pdf.dfcfw.com/pdf/H3_AP202511031774433057_1.pdf
新能源车及锂电板块2025年三季报业绩总结：整车市场竞争持续，锂电迎接反转行情,国金证券,2025-11-03 00:00:00.000,风电设备,54,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=M3W+xvIoKL6BPVVY0LPN8OOmb5VyT8hQmmu60Ny4WtU=,https://pdf.dfcfw.com/pdf/H3_AP202511031774218919_1.pdf
风电行业周报,国新证券股份,2025-10-31 00:00:00.000,风电设备,9,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=BZx4sIvc1ZaAK0tUYa4jh7X/ZX42Pu8Z5Hfo0mn+Xrw=,https://pdf.dfcfw.com/pdf/H3_AP202510311772553668_1.pdf
电新行业江苏专题：需求侧资源潜力评估与开发利用路径,中国能源研究会,2025-10-31 00:00:00.000,风电设备,42,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=BZx4sIvc1ZaAK0tUYa4jh7e4NqwIOz9tYwhBN2tleX4=,https://pdf.dfcfw.com/pdf/H3_AP202510311772335666_1.pdf
东莞新能源产业系列报告之一：蓄势储能，前瞻固态,东莞证券,2025-10-30 00:00:00.000,风电设备,25,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=3XOE9tuQCeYEKPg1b8QemIfe/mNZtrqG0/W9f/8dlws=,https://pdf.dfcfw.com/pdf/H3_AP202510301771941880_1.pdf
电新&公用行业周报：河南独立储能设立兜底收益，《风能北京宣言2.0》发布,华龙证券,2025-10-29 00:00:00.000,风电设备,15,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=ZfRS9u1+yR6qdUL1kKqzWgrr2NRC1CgyF1JkwFgr+C8=,https://pdf.dfcfw.com/pdf/H3_AP202510291771070424_1.pdf
风电设备行业深度报告：风机：国内盈利能力修复，出海打开成长天花板,开源证券,2025-10-24 00:00:00.000,风电设备,20,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=uCx8HzdfbCuayqcz6MlfOcU4Tqh/eVE/41UKJJXncQ4=,https://pdf.dfcfw.com/pdf/H3_AP202510241767936003_1.pdf
核聚变电源系列一：聚焦FRC技术潜力与机遇,华金证券,2025-10-22 00:00:00.000,风电设备,43,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=H997xONAa87j2f+Y2fMtWFzWOopEYG8JJ3mhoxKL/Lw=,https://pdf.dfcfw.com/pdf/H3_AP202510221766988180_1.pdf
电力设备与新能源行业点评：英伟达发布800VDC架构白皮书，提效催生多增量赛道,信达证券,2025-10-19 00:00:00.000,风电设备,4,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=MC+x3QEEwF2qLV6k+MR56sdfx0PCMW7bNhx3r5s/mAQ=,https://pdf.dfcfw.com/pdf/H3_AP202510191765050405_1.pdf
企业竞争图谱：2025年新能源车轻量化材料 头豹词条报告系列,头豹研究院,2025-10-16 00:00:00.000,风电设备,19,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=JXYf1I/7KeBf8E+sYInKQiyquHzs8ePIVgn91Vg4C1Q=,https://pdf.dfcfw.com/pdf/H3_AP202510161763316661_1.pdf
电力设备行业跟踪报告：风电板块25Q2业绩修复，塔筒环节表现较好,万联证券,2025-10-15 00:00:00.000,风电设备,11,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Iot8l90ZfL+LXag0mE/MEzZKBrx4Q5/4ry1AYmshV1Y=,https://pdf.dfcfw.com/pdf/H3_AP202510151762628885_1.pdf
风电行业周报,国新证券股份,2025-10-15 00:00:00.000,风电设备,10,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Iot8l90ZfL+LXag0mE/ME3g3PUyziOekA9rxzvKK718=,https://pdf.dfcfw.com/pdf/H3_AP202510151762654184_1.pdf
电力设备与新能源行业点评：储能需求景气上行，重视储能板块投资机会,信达证券,2025-10-12 00:00:00.000,风电设备,4,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=3b5ki1+QIPWzDBdGbLp7SCyZkvoIBBcuFicdu4HRtQg=,https://pdf.dfcfw.com/pdf/H3_AP202510121760771434_1.pdf
