研报名称,机构名称,发布时间,行业,网页链接,PDF直链
交通运输行业周报：马士基一季报EBITDA同比增长70.4%，顺丰同城“五一”业务单量同比增长87%,中银证券,2025-05-13 00:00:00.000,物流行业,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=aLzhFCI1EJO9AnwiZUuZS8B7QRXE5iSCJZfzyKyCVHE=,https://pdf.dfcfw.com/pdf/H3_AP202505131672313231_1.pdf
航空业年报及一季报点评：客座率持续提升，旺季弹性值得期待,东兴证券,2025-05-13 00:00:00.000,物流行业,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=aLzhFCI1EJO9AnwiZUuZSwqcmark/LFPP4at0eKuD6Y=,https://pdf.dfcfw.com/pdf/H3_AP202505131672276179_1.pdf
