研报名称,机构名称,发布时间,行业,网页链接,PDF直链
金融产品跟踪周报：权益ETF系列：大盘指数达到支撑位，可期待迎来短期的反弹,东吴证券,2025-10-19 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=MC+x3QEEwF2qLV6k+MR56livTCu8DNVb0w+95CShLmY=,https://pdf.dfcfw.com/pdf/H3_AP202510191764609626_1.pdf
2025年三季度金融行业监管政策与处罚分析,安永(中国)企业咨询,2025-10-17 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=5oud5xbTn7osL/92NNWMNKdW1Wbfi+n3ZCj1NVvPz5A=,https://pdf.dfcfw.com/pdf/H3_AP202510171763662003_1.pdf
非银金融行业近期投资机会解析：财报预期和市场风险偏好转换或带来投资机会,华源证券,2025-10-16 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=JXYf1I/7KeBf8E+sYInKQsQRpuApg8BvQtyewwMYles=,https://pdf.dfcfw.com/pdf/H3_AP202510161763067955_1.pdf
REITs行业周报：华夏凯德商业REIT上市，环保REITs单周表现优异,开源证券,2025-10-13 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=qfXHKU/bUZjBoEO2Hcm79zPqKudI1rJvMXTn8eFYqUY=,https://pdf.dfcfw.com/pdf/H3_AP202510131761177007_1.pdf
非银行业周报：板块迎来舒适的配置机会,民生证券,2025-10-13 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=3b5ki1+QIPWzDBdGbLp7SLTG7NbKm838oDVnlnaP1mg=,https://pdf.dfcfw.com/pdf/H3_AP202510121760932894_1.pdf
金融“一带一路”ESG白皮书,荣续ESG智库研究中心,2025-10-12 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=3b5ki1+QIPWzDBdGbLp7SFM7bb5+abALmG3TBVkNz7Y=,https://pdf.dfcfw.com/pdf/H3_AP202510121760794262_1.pdf
2025年中国投融资服务行业市场洞察报告,硕远咨询,2025-10-12 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=3b5ki1+QIPWzDBdGbLp7SHsm1G0arf8YrjVjRMMBRVk=,https://pdf.dfcfw.com/pdf/H3_AP202510121760637562_1.pdf
金融产品跟踪周报：权益ETF系列：海外对华政策升级，可在市场承压中寻找机会,东吴证券,2025-10-12 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=zlMPogFs0SOXSStLPVNpR7XsBFTrve4kjL5so/V7OBc=,https://pdf.dfcfw.com/pdf/H3_AP202510111760268930_1.pdf
2025年中国网络助贷行业研究报告：人似秋鸿来有信,艾瑞股份,2025-10-09 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=cv1VqboGSWu8DpDt2CfSfY9vB+13mzIiLWekJD9AhKg=,https://pdf.dfcfw.com/pdf/H3_AP202510091758957595_1.pdf
社保基金2024年年度报告点评：长期投资，复利增长,国信证券,2025-09-30 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=7ft6tW+Pof61dW96nZB8GThTKkMUXiv+WYhKRP+kcIU=,https://pdf.dfcfw.com/pdf/H3_AP202509301753572721_1.pdf
2025年消费金融行业分析,联合资信评估,2025-09-29 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=kkQV2N5B83ZB+eyt8Re7Q7dq8G2ZlnU3uO1SZbEE4G8=,https://pdf.dfcfw.com/pdf/H3_AP202509291752650344_1.pdf
REITs行业周报：东北首单公募REIT获批，消费REITs单月表现优异,开源证券,2025-09-28 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=sEv2MWaNFeowR2x5nipO1kJhUooHUGO5kPSdFQ7LHpk=,https://pdf.dfcfw.com/pdf/H3_AP202509281752283294_1.pdf
金融产品跟踪周报：权益ETF系列：长假前后，依旧乐观,东吴证券,2025-09-28 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=sEv2MWaNFeowR2x5nipO1paZPGJxmS9+cXm8FSciPxs=,https://pdf.dfcfw.com/pdf/H3_AP202509281752115207_1.pdf
非银存款增加对金融机构信用风险的双刃剑效应,大公国际资信评估,2025-09-26 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=olX5MG1BIqqyGJLN7XP0gCKMWTIVhMzXcTqIQiMKQb0=,https://pdf.dfcfw.com/pdf/H3_AP202509261750837306_1.pdf
金融租赁行业深度：行业稳中向好，个体差异保持关注,丝路海洋(北京)科技,2025-09-21 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=woonG2wfySX9EQpnBXXmxpydt1o47MXhPMFyKguO9Es=,https://pdf.dfcfw.com/pdf/H3_AP202601221818276711_1.pdf
REITs行业周报：仓储物流REIT单周表现优异，做好REITs常态化申报工作,开源证券,2025-09-21 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=jnmz2TdRAIsz+g/1WjIfzvVcZIJkhvMgWT/6miLb1Nw=,https://pdf.dfcfw.com/pdf/H3_AP202509211747952334_1.pdf
非银行业周报：当前利率环境利好险企,民生证券,2025-09-21 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=jnmz2TdRAIsz+g/1WjIfzkPYPD/pwSKOcoX2gAXMnpk=,https://pdf.dfcfw.com/pdf/H3_AP202509211747918564_1.pdf
金融产品跟踪周报：权益ETF系列：中期趋势良好，短期关注结构变化,东吴证券,2025-09-21 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=mMvUyXLOaMfToDXGvUAMNleI5z4NXFFNV01Eh6qvVwI=,https://pdf.dfcfw.com/pdf/H3_AP202509201747434968_1.pdf
2025年PE/VC机构推荐：耐心资本卓越实践机构,头豹研究院,2025-09-17 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Td8cFxRaqHj4Wg8YfpOO2edFOvOYnvf6RoPu72Ey15k=,https://pdf.dfcfw.com/pdf/H3_AP202509171745507912_1.pdf
上海市金融运行报告（2025）,中国人民银行,2025-09-16 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=olS04kkrGbFJNAb6wcvN/ZltCdRfKA53Zc95PzX7EMY=,https://pdf.dfcfw.com/pdf/H3_AP202509161744585461_1.pdf
金融行业：山东省金融运行报告（2025）,中国人民银行,2025-09-16 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=olS04kkrGbFJNAb6wcvN/WuXdlieq2uN3p1Z7LXRaPg=,https://pdf.dfcfw.com/pdf/H3_AP202509161744585465_1.pdf
中国企业供应链金融白皮书（2025）,中国企业改革与发展研究会,2025-09-16 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=olS04kkrGbFJNAb6wcvN/VRfuRPpBhMOpsXtUtE+FbI=,https://pdf.dfcfw.com/pdf/H3_AP202509161744585466_1.pdf
非银行业周报（2025年第三十三期）：券商积极布局国际业务，业务发展多元化,中航证券,2025-09-16 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=olS04kkrGbFJNAb6wcvN/TbaZAg9sUXb7QGpt2SBnlE=,https://pdf.dfcfw.com/pdf/H3_AP202509161744955528_1.pdf
2025年汽车金融行业分析（终稿）,联合资信,2025-09-15 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=mdS6/uWQfJM/34+/VPxUe0d+4NNw882LZdHyjxI2HtU=,https://pdf.dfcfw.com/pdf/H3_AP202509151744230951_1.pdf
金融产品跟踪周报：权益ETF系列：算力板块如期反弹，大盘指数再创新高,东吴证券,2025-09-14 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=5TkTFel9JDlQMrgZgUQdwATzIWbI4sa+KoCO8mi/zEY=,https://pdf.dfcfw.com/pdf/H3_AP202509141743388512_1.pdf
非银金融行业资本市场聚焦（八）：公募费改三阶段启动，销售费率优化助推长期投资和权益类发展,东海证券,2025-09-12 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=ylSRTQxKtVDKtk8MPfeV6n8/TlEoqia6hOyNwfg0WnI=,https://pdf.dfcfw.com/pdf/H3_AP202509121742326803_1.pdf
券商IT&互联网金融2025H1综述：市场活跃抬升业绩，科技驱动差异竞争,东吴证券,2025-09-10 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=/bhLfILlSjq4QwHQVSo+cNMl6eD5D44YHo9wch1L/EE=,https://pdf.dfcfw.com/pdf/H3_AP202509101740889995_1.pdf
小微企业融资平台市场洞察：政策赋能与模式创新双轮驱动下的服务升级与增长空间 头豹词条报告系列,头豹研究院,2025-09-09 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=jOpZ8q3SeihB01PVClRo1p1IuJrGF+pbdCSpjfgRzxk=,https://pdf.dfcfw.com/pdf/H3_AP202509091740796586_1.pdf
非银行业周报：全面调降销售费用，降低投资者交易成本,民生证券,2025-09-08 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Va9AcegGEKJlDqdYQoS8rHwvheOTp+E6w1cJQxzKJL0=,https://pdf.dfcfw.com/pdf/H3_AP202509081740276585_1.pdf
非银行金融行业研究：费改三阶段：降低基民成本，鼓励长期投资，引导重视保有,国金证券,2025-09-08 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Va9AcegGEKJlDqdYQoS8rMZhMb+C+KzD0Mqwa9c6bf8=,https://pdf.dfcfw.com/pdf/H3_AP202509081740215225_1.pdf
金融产品跟踪周报：权益ETF系列：波动持续加剧，新能源板块异军突起,东吴证券,2025-09-06 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Wk5UM7xch6CAJhVYLJlejpDEG1C0tup4NSAnz8IQk0g=,https://pdf.dfcfw.com/pdf/H3_AP202509061739592816_1.pdf
金融行业双周报：上半年上市险企归母净利润“四升一降”，银行业绩边际改善,东莞证券,2025-09-05 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=gRoYA8SffzXviMQ+qXIVt6Vbv2IF4M2LcscppWNarp8=,https://pdf.dfcfw.com/pdf/H3_AP202509051739245332_1.pdf
2025中国资产管理发展趋势报告：破局与重构——大资管再造竞争力,广东二十一世纪经济报道报社,2025-09-04 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=CVuAa0WvkAiZOTTOSiCyCtA+a8J422Rj4Co3Ap4Fjlk=,https://pdf.dfcfw.com/pdf/H3_AP202509041738717996_1.pdf
非银金融行业深度报告：纳斯达克100指数复盘与展望：八月震荡徘徊，九月风向渐明,东吴证券,2025-09-03 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=3ixVVggSYePE6RxJTc+J5vrcvFkn+Uwh8s7+hIbG2jM=,https://pdf.dfcfw.com/pdf/H3_AP202509031738392238_1.pdf
金融产品行业深度报告：SHFE黄金复盘与展望：八月跌宕起伏，九月金势初现,东吴证券,2025-09-03 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=3ixVVggSYePE6RxJTc+J5mBskW1YnYeXDM/stKpUV38=,https://pdf.dfcfw.com/pdf/H3_AP202509031738198315_1.pdf
金融行业大模型应用落地白皮书：AI原生开启金融智能新未来,国际数据,2025-09-02 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=LL5s7nKJR4zExFgtJe+5/gXXDgFmkrQFWbUXUIFxPkk=,https://pdf.dfcfw.com/pdf/H3_AP202509021737934538_1.pdf
非银金融行业2025年中报要点评述：券商和保险中报向好，非银视角看居民资金动向,开源证券,2025-09-01 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=MHv7PDaDjgW3qvW84LHM+t8sD4GsDlJexv6wk5rP77I=,https://pdf.dfcfw.com/pdf/H3_AP202508311737387284_1.pdf
REITs行业周报：首单外资消费REITs正式获批，保障房REIT单周表现优异,开源证券,2025-09-01 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=MHv7PDaDjgW3qvW84LHM+gPr7i3M/1J2au38Wz2h6Rg=,https://pdf.dfcfw.com/pdf/H3_AP202508311737374312_1.pdf
金融产品行业深度报告：政金债指数复盘与展望：八月跌宕收官，九月破局可期,东吴证券,2025-09-01 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=MJ3xioKgNhk1hYhJk1W6aCMp2cO/orCK69gyZzwSofk=,https://pdf.dfcfw.com/pdf/H3_AP202509011737727853_1.pdf
金融产品行业深度报告：恒生科技指数复盘与展望：八月波澜浮沉，九月秋声渐起,东吴证券,2025-09-01 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=MJ3xioKgNhk1hYhJk1W6aMXJWbR/eRupzpbdG/y19OM=,https://pdf.dfcfw.com/pdf/H3_AP202509011737726205_1.pdf
非银行业周报：市场交易量维持高位，中报有望继续催化非银表现,民生证券,2025-08-31 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=MHv7PDaDjgW3qvW84LHM+jXs5mIG/TgeedOnAMVJjZI=,https://pdf.dfcfw.com/pdf/H3_AP202508311737268077_1.pdf
金融产品跟踪周报：权益ETF系列：波动持续加剧，关注阅兵前后市场表现,东吴证券,2025-08-30 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=TOgHlRQmRIdn4zizQhN9fDZpaEeZ7zcaAOxeDyvmyhg=,https://pdf.dfcfw.com/pdf/H3_AP202508301736983097_1.pdf
2025年全球跨境支付服务行业洞察报告,艾瑞股份,2025-08-29 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=BJDoBbUR+rLLVekuPW6WWKONIhROW/wVS5M/hT5S/RQ=,https://pdf.dfcfw.com/pdf/H3_AP202508291736358581_1.pdf
非银行金融行业研究：市场交投延续活跃，利好券商业绩增长,国金证券,2025-08-24 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=ZUVVSaPHAmnnPYirua4TMrLAH0UAWOEzOrwpQFLQMds=,https://pdf.dfcfw.com/pdf/H3_AP202508241733631685_1.pdf
汽车金融公司2025年中期观察,惠誉博华信用评级,2025-08-22 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=oc3wy/HfHfUGbvjWcdkDZLEz8dhM0YrJrudR8XySu7A=,https://pdf.dfcfw.com/pdf/H3_AP202508221732335424_1.pdf
非银行金融行业周报：半年报陆续披露，关注板块投资价值,山西证券,2025-08-19 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=vwmdK9RlIkd1xT6ymVhKrfZSwolmi2m3u8B86KujpYU=,https://pdf.dfcfw.com/pdf/H3_AP202508191730509125_1.pdf
非银行金融行业研究：市场交投延续活跃，持续推荐非银板块,国金证券,2025-08-17 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=gCsax9BejqO3BN5JiRYGBTnWY+MvVJ8C8N1gJEEd5rU=,https://pdf.dfcfw.com/pdf/H3_AP202508171729307690_1.pdf
金融产品跟踪周报：权益ETF系列：波动加剧，但仍然健康上涨,东吴证券,2025-08-17 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=ZUYVn8+AVHAtDvdhWvYiy7SyJgFlfgLv864abERzT34=,https://pdf.dfcfw.com/pdf/H3_AP202508161728649697_1.pdf
REITs行业周报：全国首单产业园持有型ABS落地，发行市场保持活跃,开源证券,2025-08-17 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=gCsax9BejqO3BN5JiRYGBfjSNV2q1rlwK6zD6P6V0lA=,https://pdf.dfcfw.com/pdf/H3_AP202508171729307755_1.pdf
非银行业周报：险资举牌同业，非银板块迎来资金面和基本面共振,民生证券,2025-08-17 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=gCsax9BejqO3BN5JiRYGBeIKCW0DtS9ItvQrkf1VKSs=,https://pdf.dfcfw.com/pdf/H3_AP202508171729133366_1.pdf
金融产品跟踪周报：权益ETF系列：耐心持有，等待后排标的跟进,东吴证券,2025-08-10 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Hkhckgq3kJTfFunS49jHSLigYmm0t8zmp/T6dgkAvXU=,https://pdf.dfcfw.com/pdf/H3_AP202508091724388095_1.pdf
低空经济：2025年上半年投融市场报告,深圳来觅数据信息科技,2025-08-06 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=NwHXfFy2tOXOEDEsrIP5fUom0ldAxkddfB7rrrwy0bQ=,https://pdf.dfcfw.com/pdf/H3_AP202508061722451784_1.pdf
非银行业周报（2025年第二十七期）：定增市场火热，利好券商投行业务,中航证券,2025-08-04 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=OAmez0xNfh8eJ3CrrHuc2iJ4vLogoLcfJfIqn4AUNGY=,https://pdf.dfcfw.com/pdf/H3_AP202508041721138921_1.pdf
REITs行业周报：首单央企天然气发电公募REITs上市，消费REIT单周表现优异,开源证券,2025-08-03 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=ijHGI+RWPHn0naZvYMYkqPjOT7a8L3o9YeGe/xEDkIo=,https://pdf.dfcfw.com/pdf/H3_AP202508031720862994_1.pdf
2025全球稳定币产业发展报告,移动支付网,2025-08-03 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=ijHGI+RWPHn0naZvYMYkqDZgDuyEMj7mxnnzWIG3jO8=,https://pdf.dfcfw.com/pdf/H3_AP202508031720779699_1.pdf
非银行业周报：回调之后，积极布局非银板块,民生证券,2025-08-03 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=ijHGI+RWPHn0naZvYMYkqCUa4fz7zKYV6ph3reGBm2U=,https://pdf.dfcfw.com/pdf/H3_AP202508031720751676_1.pdf
金融产品跟踪周报：权益ETF系列：不惧调整，宽幅震荡,东吴证券,2025-08-03 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=9PyEFRJ/HkwHNUCCKDomvXVbpgnM0nTXVvRx4o6gmPM=,https://pdf.dfcfw.com/pdf/H3_AP202508021720319371_1.pdf
2025年期货行业分析,联合资信,2025-07-31 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=rgkFpQQy1VdtB6g8kJx0MAKK2DAqOOP1EqcS69R/xog=,https://pdf.dfcfw.com/pdf/H3_AP202507311718830319_1.pdf
2025年中国期货行业信用风险展望,联合资信,2025-07-31 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=rgkFpQQy1VdtB6g8kJx0MHdhB1gT/5FAetPc/fgelKs=,https://pdf.dfcfw.com/pdf/H3_AP202507311718830314_1.pdf
中国居民财富搬家路线图暨非银金融行业投资机会：存款潮涌，逐险而行,国信证券,2025-07-31 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=rgkFpQQy1VdtB6g8kJx0MA4Cr/sU7eC4MZ3QVvBErbQ=,https://pdf.dfcfw.com/pdf/H3_AP202507311719084672_1.pdf
非银行业周报：保险非对称调降预定利率，持续看好非银板块,民生证券,2025-07-27 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=GLBAb8h72G75HCD/4A/P3Ojn5rvEWf+S9fu4vjlg83k=,https://pdf.dfcfw.com/pdf/H3_AP202507271716563215_1.pdf
REITs行业周报：创金合信首农REIT上交所上市，发行市场保持活跃,开源证券,2025-07-27 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=GLBAb8h72G75HCD/4A/P3JuD5MPzj9HdKifNUXBceiU=,https://pdf.dfcfw.com/pdf/H3_AP202507271716652828_1.pdf
2025年二季度投融市场报告：智能硬件,深圳来觅数据信息科技,2025-07-25 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Og6Pw/BaGPtueTdkMAAcS8I9NM1PJ8XkNeL13il7VDg=,https://pdf.dfcfw.com/pdf/H3_AP202507251715439656_1.pdf
金融行业双周报：券商半年报预喜，银行板块回调,东莞证券,2025-07-25 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Og6Pw/BaGPtueTdkMAAcS1ErPN71+QZD4c5traNT8k8=,https://pdf.dfcfw.com/pdf/H3_AP202507251715402610_1.pdf
中国新租赁行业洞察2025：信用引擎驱动 新租赁带动消费新浪潮,北京易观数智科技,2025-07-25 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Og6Pw/BaGPtueTdkMAAcSzD7Y3DAkYkQW7briFsiCAI=,https://pdf.dfcfw.com/pdf/H3_AP202507251715201911_1.pdf
二零二五年信托业报告,毕马威,2025-07-24 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=P5QYkh/44wz7Ik/moYqXy9cQccf+s3jQMm0k1r8NvG4=,https://pdf.dfcfw.com/pdf/H3_AP202507241714917254_1.pdf
海外综合行业研究：一文读懂香港虚拟资产监管框架及相关牌照,国金证券,2025-07-23 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=B6Wc71c4Sqe5mmqIcTIusgl/rNTUEZZa60R8CFH2B9k=,https://pdf.dfcfw.com/pdf/H3_AP202507231713986633_1.pdf
非银金融行业点评报告：公募持仓观察：非银板块景气度持续上行，细分行业均获增持——25Q2非银板块公募持仓分析,东吴证券,2025-07-22 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=T5SG4XxD5V5I2qKDy8xiypU6UYqCE13YG63Owfqo0AM=,https://pdf.dfcfw.com/pdf/H3_AP202507221713407286_1.pdf
非银行业周报（2025年第二十五期）：券商发布中期业绩预告，中期业绩预喜,中航证券,2025-07-21 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=re/Fp0CIElEYhWJ8L2Kf85k2VSI/N3Fu2epfmH+7w4I=,https://pdf.dfcfw.com/pdf/H3_AP202507201712520987_1.pdf
金融产品跟踪周报：权益ETF系列：大盘预警信号消失，后续可能持续上涨，关注高景气投资方向,东吴证券,2025-07-20 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=re/Fp0CIElEYhWJ8L2Kf8zThVVo0BOMCZYeJBVvlJDU=,https://pdf.dfcfw.com/pdf/H3_AP202507201711991524_1.pdf
非银行业周报：中国香港《稳定币条例》生效在即，重视头部券商及跨境支付,民生证券,2025-07-20 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=re/Fp0CIElEYhWJ8L2Kf87CbrBWLRhvZQnMn8Yb0rfQ=,https://pdf.dfcfw.com/pdf/H3_AP202507201712381240_1.pdf
非银金融行业周报：券商定增再填一例，继续看好低估值券商板块机会,开源证券,2025-07-20 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=re/Fp0CIElEYhWJ8L2Kf8+5hobVoykqyCsXwaVbW8Zs=,https://pdf.dfcfw.com/pdf/H3_AP202507201712388204_1.pdf
稳定币系列报告一：扬帆起航，香港稳定币产业链生态深度解析,国金证券,2025-07-18 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=AwUnlhsZQFgqkO86NbwQPabiYEWgj1qvPWA3XfWNYPM=,https://pdf.dfcfw.com/pdf/H3_AP202507181710985930_1.pdf
2025年中国租赁业调查报告：刚柔并济 革故鼎新,毕马威,2025-07-16 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=C9WGxGaBa28p77yiLcnuXPNCiB3B69jN+FObsA4uo/E=,https://pdf.dfcfw.com/pdf/H3_AP202507161709812337_1.pdf
个贷不良2.0时代的进阶：AMC如何迎接个贷不良新风口？,中诚信国际,2025-07-15 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=7e29OhmpQGbIV8eMFrKM7PfDPnokJNgPqEueqISkGaI=,https://pdf.dfcfw.com/pdf/H3_AP202507151709395750_1.pdf
非银金融行业点评报告：券商中报预告超预期，继续推荐券商板块,开源证券,2025-07-15 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=7e29OhmpQGbIV8eMFrKM7Pynu3eW1bELmMJXQl02NTQ=,https://pdf.dfcfw.com/pdf/H3_AP202507151709332738_1.pdf
2025中国家庭养老金融健康指数调研报告,同程网络科技股份,2025-07-14 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=UAX03/5djJtzcGs+Gse7l9Y7GEnPB1CVt/ukl045/qc=,https://pdf.dfcfw.com/pdf/H3_AP202507141708348110_1.pdf
2025年二季度金融行业监管政策与处罚分析,安永会计师事务所,2025-07-13 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=hM4HimE9zndxCWY48MWRa9TADUJ5muPISRZIlWiRht4=,https://pdf.dfcfw.com/pdf/H3_AP202507121707656033_1.pdf
2025金融行业行业白皮书,薪郅互联网科技(上海),2025-07-13 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=hM4HimE9zndxCWY48MWRa4DFkDcK3255pt/ylCrNFKQ=,https://pdf.dfcfw.com/pdf/H3_AP202507121707656035_1.pdf
金融产品跟踪周报：权益ETF系列：关注结构变化，行情可能临近变盘点,东吴证券,2025-07-13 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=hM4HimE9zndxCWY48MWRayB92nxZjhVvkv3Q3QJSQD8=,https://pdf.dfcfw.com/pdf/H3_AP202507121707691409_1.pdf
非银行业周报：中报业绩催化下，非银板块有望迎β和α共振,民生证券,2025-07-13 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=GKCP5qgaWp3J/iZEUE/BwnuE/UI7oPwm/zwOZy/J9nc=,https://pdf.dfcfw.com/pdf/H3_AP202507131708218741_1.pdf
REITs行业周报：环保REITs单月表现优异，发行市场保持活跃,开源证券,2025-07-13 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=GKCP5qgaWp3J/iZEUE/Bwgg2yLY7OWKGT/LFkwd4eC0=,https://pdf.dfcfw.com/pdf/H3_AP202507131708295363_1.pdf
非银金融：存款搬家驱动哑铃型资金结构再调整 下半年市场增量资金哪里来？,国信证券,2025-07-13 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=GKCP5qgaWp3J/iZEUE/BwmwtS4tsFzIr8xdufkRL0Ko=,https://pdf.dfcfw.com/pdf/H3_AP202507131708306072_1.pdf
