研报名称,机构名称,发布时间,行业,网页链接,PDF直链
24H1公募保有数据点评：指数产品成增量利器，券商优势明显,国金证券,2024-09-18 00:00:00.000,证券,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=LkjXD8uSlis7lZq9eE5bi2Bvv8Bwq3KJ2VUcNVgHUZ0=,https://pdf.dfcfw.com/pdf/H3_AP202409171639907129_1.pdf
