研报名称,机构名称,发布时间,行业,页数,网页链接,PDF直链
基础化工行业周报：国际硫磺、黄磷涨幅居前，关注中东局势变化,上海证券,2026-05-28 00:00:00.000,化学制品,10,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=rmuxYk/8kah+Ec3RizjA1GLSaod3BRMQTL8ap4FYokQ=,https://pdf.dfcfw.com/pdf/H3_AP202605281822936004_1.pdf
盐化工行业全景与趋势展望：产能过剩与结构增长并存,大公国际资信评估,2026-05-27 00:00:00.000,化学制品,10,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=8gUNtjW5jnuIsoF3A3XHB/6NoFjQ5OcUb5kxwOOWfcg=,https://pdf.dfcfw.com/pdf/H3_AP202605271822906504_1.pdf
制冷剂行业点评：英美调整三代制冷剂淘汰节奏，利好中国制冷剂出口量价提升,国信证券,2026-05-26 00:00:00.000,化学制品,5,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=ezwMyDfKd2WUFgzUwL6wAeOwodqIkltIBmlrhQmcHqE=,https://pdf.dfcfw.com/pdf/H3_AP202605261822874139_1.pdf
化工行业研究：磷酸、BDO等涨幅居前，建议关注进口替代、纯内需、高股息等方向,华鑫证券,2026-05-25 00:00:00.000,化学制品,33,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=yAxnM+X7+cNkaz6/iJZO1Jcrs6YoHI6fAVThloQAB/k=,https://pdf.dfcfw.com/pdf/H3_AP202605251822849986_1.pdf
基础化工行业研究：Anthropic盈利提升商业闭环信心，AI模型自迭代或再次引爆行业,国金证券,2026-05-24 00:00:00.000,化学制品,21,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=190xdmTYsHjMb0DC+/627GGQgL3zEsxpJqEFmFOi1es=,https://pdf.dfcfw.com/pdf/H3_AP202605241822838254_1.pdf
化工行业周报：国际油价下跌，六氟磷酸锂价格上涨、丙烯酸价格下跌,中银证券,2026-05-24 00:00:00.000,化学制品,12,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=190xdmTYsHjMb0DC+/627M8g9SgpronVvH4lW2O7bdw=,https://pdf.dfcfw.com/pdf/H3_AP202605241822840571_1.pdf
氟化工行业周报：欧美放宽HFCs制冷剂使用限制，英国制冷剂价格大幅调涨，全球制冷剂补库行情或在酝酿,开源证券,2026-05-24 00:00:00.000,化学制品,27,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=190xdmTYsHjMb0DC+/627DJRFn3TNHlvSjA+VLDLIug=,https://pdf.dfcfw.com/pdf/H3_AP202605241822840441_1.pdf
基础化工行业周报：氟乐灵（华东）、硫酸（CFR西北欧）、丙烷（冷冻货，CFR华东）、新加坡汽油、新加坡石脑油价格涨幅居前,中邮证券,2026-05-21 00:00:00.000,化学制品,36,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=LJeWN/nGIIJZXKN8+dM8/yL/t5gzA7WhgIbHPIolk24=,https://pdf.dfcfw.com/pdf/H3_AP202605211822642447_1.pdf
基础化工行业周报：4月份化学原料和化学制品制造业价格环比上涨8.3%，国际油价上涨,上海证券,2026-05-20 00:00:00.000,化学制品,10,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=ghB/U6yU9Yq8Vt9aUyx3xBk+23TY6ZLcFuf8jOKufnE=,https://pdf.dfcfw.com/pdf/H3_AP202605201822478381_1.pdf
2026年化工行业分析,联合资信评估,2026-05-19 00:00:00.000,化学制品,19,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=fS81ufKxtfKLbNGXxwnqo/+6bvcDosdph6uIDcXNtE0=,https://pdf.dfcfw.com/pdf/H3_AP202605191822447902_1.pdf
基础化工行业：硫酸、国际石脑油等涨幅居前，建议关注进口替代、纯内需、高股息等方向,华鑫证券,2026-05-19 00:00:00.000,化学制品,33,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=fS81ufKxtfKLbNGXxwnqo8XZEgsTlqKBN0dH+tlRXhs=,https://pdf.dfcfw.com/pdf/H3_AP202605191822427876_1.pdf
基础化工行业双周报：4月份规上化学原料和化学制品制造业增加值同比增长5.3%,东莞证券,2026-05-19 00:00:00.000,化学制品,7,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=fS81ufKxtfKLbNGXxwnqo81dgHX0LiDVWxNQ2oPTKYM=,https://pdf.dfcfw.com/pdf/H3_AP202605191822433352_1.pdf
化工行业2026年度中期投资策略：反内卷、谋双碳、驭变局，中国化工迎新篇,开源证券,2026-05-19 00:00:00.000,化学制品,43,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=fS81ufKxtfKLbNGXxwnqo3jrDZW8s0Leqr9t+if84IE=,https://pdf.dfcfw.com/pdf/H3_AP202605191822439110_1.pdf
化工行业周报：国际油价上涨，草甘膦、维生素价格下跌,中银证券,2026-05-18 00:00:00.000,化学制品,12,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=tI3AI4wMjmLQAmSmXTMCq3Wp6Am5yrZ8U813kgrN2F8=,https://pdf.dfcfw.com/pdf/H3_AP202605181822389317_1.pdf
基础化工行业研究：AI系列深度（十）：AI点燃需求，PCB化学品和光纤材料迎来价值重估,国金证券,2026-05-15 00:00:00.000,化学制品,20,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=EQkV36KL9Px2H70dQxdoim6wLyQypBpPNzZjQAvMNQA=,https://pdf.dfcfw.com/pdf/H3_AP202605151822337055_1.pdf
